App,Category,Rating,Reviews,Size,Price,Content_Rating,Genres,Last_Updated,Installs
6221,11,4,1413,78,47,1,100,545,4974
4295,8,4,4042,176,78,1,34,261,5807
1452,12,5,1369,46,78,0,55,820,4061
7083,17,4,1668,108,78,0,61,518,6970
7111,20,2,0,4,78,0,66,604,7406
3010,18,4,496,301,78,1,62,651,4639
1554,23,4,2802,1,78,1,75,1155,7865
2062,18,5,1369,340,78,0,62,171,5585
3032,16,2,1369,241,78,1,60,1012,4748
5508,18,4,2331,21,78,1,62,346,7651
6538,8,4,1615,36,78,0,34,604,4504
4769,20,4,533,227,78,0,66,1200,6389
4132,14,4,1276,70,78,1,25,567,7937
6638,31,4,3599,177,78,1,108,172,6112
6163,27,4,3275,91,78,1,96,557,5986
1725,15,4,2424,384,78,1,57,792,7043
5019,18,4,2258,78,78,1,62,560,6232
884,17,4,1105,314,78,1,61,383,6517
1586,11,2,1,31,78,1,34,671,5837
6854,14,4,3600,62,78,1,112,677,5301
6962,23,4,3790,384,78,1,75,549,6141
1524,15,2,0,307,78,0,57,879,7719
2701,23,4,2364,49,78,1,75,95,6488
732,20,4,4220,2,78,0,66,435,5923
3533,14,3,2874,309,78,1,0,1148,6276
6630,6,4,260,384,78,0,32,545,4768
846,24,2,2806,4,47,1,76,133,4367
5213,0,4,921,45,78,0,9,496,7371
4158,30,4,4136,384,78,1,105,599,6226
3041,24,3,4031,161,78,1,76,409,4051
1714,6,4,2267,27,78,1,32,587,7003
1205,18,4,3321,311,78,1,62,604,4719
4286,28,4,679,21,78,0,97,106,4479
3206,29,4,1105,20,78,0,103,599,5252
990,12,4,4302,133,78,1,55,536,5139
3300,24,4,3848,308,78,0,76,671,5442
4284,28,4,3895,144,78,1,97,579,6105
3516,31,1,1950,53,78,0,108,1212,5354
6446,25,4,4022,20,78,1,77,545,7113
4076,23,4,981,114,78,1,75,549,7717
1562,11,4,2747,147,35,1,98,915,7509
5434,11,4,3410,227,78,1,78,37,7547
2393,11,4,103,82,78,0,86,189,6231
636,19,4,1584,384,78,1,65,604,4135
6830,25,4,4045,222,78,1,77,302,4746
2043,18,3,978,142,78,0,62,9,6767
5835,12,4,4151,75,78,1,55,139,6660
5105,11,4,499,362,78,1,45,728,6819
1811,6,5,3275,98,78,0,32,41,4051
2542,25,3,368,136,78,1,77,630,4540
15,20,2,0,89,78,1,66,536,7367
6600,29,3,4163,94,78,0,103,1063,6513
4847,25,4,187,384,78,1,77,180,6084
7171,6,4,3832,17,78,0,32,731,5141
4649,25,4,3185,384,78,1,77,563,5688
5969,8,4,133,17,78,0,34,929,5079
4564,11,4,3014,291,78,1,90,549,5090
1105,20,2,0,173,0,1,66,570,6002
3785,9,4,2466,60,78,1,47,536,4531
4103,19,3,2253,80,77,1,65,1135,6462
5292,11,4,331,384,78,0,52,708,5304
3377,30,5,2253,20,78,0,105,277,7281
960,11,4,3150,136,78,1,34,614,7927
306,11,4,3843,47,78,1,34,220,5629
5351,11,2,2719,54,78,0,47,753,5149
4473,28,3,3467,112,78,0,97,536,7758
27,11,4,1370,96,78,1,25,709,6400
4677,27,4,1161,336,78,1,96,139,6625
5253,24,4,170,384,78,0,76,579,7919
6608,9,3,835,384,78,0,47,665,6327
7087,14,4,2551,60,78,0,0,767,6793
4795,22,4,59,36,78,1,71,708,6449
5078,7,2,1,139,78,1,33,557,5938
3732,11,4,579,384,78,1,92,360,5825
1883,30,4,3792,208,78,1,105,739,6132
3353,23,4,2623,176,78,1,75,209,4921
2058,11,4,664,178,78,0,34,809,5138
4179,8,4,4357,62,78,0,34,582,5000
6113,24,4,300,78,78,1,76,172,6673
5167,12,4,3834,166,78,0,55,545,6384
3949,17,2,200,14,78,0,61,1043,7666
4571,23,4,1763,97,78,0,75,172,4258
6527,28,4,4655,114,78,0,97,723,5639
1818,11,4,3348,82,78,1,86,139,7343
4526,5,4,824,27,78,0,31,549,7619
3595,14,4,1076,21,78,0,78,172,4142
5514,11,4,2595,271,78,1,84,553,4769
4004,11,4,1545,98,78,0,86,220,4164
6907,14,2,0,23,0,0,6,617,5129
4831,6,3,1857,230,78,0,32,697,4916
240,21,4,3726,384,78,0,70,139,7274
4479,18,2,1,46,78,1,62,952,6467
5451,26,4,590,17,78,1,91,599,6161
3343,11,4,4052,144,35,1,99,980,7952
3344,11,4,802,144,78,1,99,980,6970
5674,30,2,0,39,78,0,105,68,5632
560,11,4,1648,351,78,1,78,549,6808
6046,14,4,3128,114,78,1,6,700,5098
3311,11,4,3206,384,78,0,99,647,5932
4369,14,4,1255,383,78,1,86,518,6498
4520,5,3,451,140,78,1,31,570,7692
5411,14,4,1822,116,78,0,106,320,5882
554,11,4,2756,206,78,0,25,579,7120
7039,11,3,1100,181,78,0,99,733,7486
2966,14,4,1204,384,78,0,92,604,4151
3163,30,3,4404,159,78,0,105,1117,6801
5611,14,4,4617,144,78,0,6,920,5335
5119,11,4,4401,383,78,0,26,723,7727
1123,2,4,1605,194,78,0,13,371,7859
5390,29,3,1044,384,78,0,103,1224,5616
353,29,2,3275,49,78,1,103,704,6169
2575,11,3,3301,168,78,1,92,87,6701
837,21,2,1278,36,78,0,70,239,7888
2095,19,3,3090,260,78,0,65,253,5493
3725,11,4,990,333,78,0,47,531,6449
6789,13,3,3810,39,78,1,56,12,7012
2766,28,4,3357,384,78,0,97,549,5909
1091,14,4,123,230,78,0,0,536,4432
2832,11,3,3982,166,78,1,86,1116,6289
5444,11,4,1912,230,78,0,47,423,5198
6538,8,4,1615,36,78,0,34,604,4781
4871,23,4,4386,98,78,1,75,909,5619
2285,3,4,199,226,78,1,18,566,5825
7024,23,4,1266,9,78,1,75,915,4722
372,6,4,379,131,78,1,32,518,7357
1340,25,3,4220,93,78,0,77,1038,6929
2777,23,2,1278,49,78,1,75,737,7413
5124,27,4,333,384,78,0,96,604,4443
6612,30,3,2070,131,78,1,105,451,6176
5450,14,4,3038,247,78,1,3,604,6566
6378,11,4,2460,384,47,1,37,524,7605
4183,14,4,4,384,78,0,0,611,5972
2386,20,3,4492,384,78,0,66,540,4173
4201,11,3,3039,20,78,1,25,789,5851
5632,15,2,3557,98,78,0,57,65,5833
6557,1,4,2887,384,11,1,12,871,4548
2277,29,4,3132,310,78,1,103,567,5080
3175,23,5,3275,326,0,0,75,65,6547
6048,23,3,846,136,78,0,75,195,7496
1907,15,5,3643,17,78,1,57,548,7701
2459,20,4,1239,384,78,0,66,582,7066
2088,19,3,4163,91,78,0,65,11,7164
5964,28,4,1841,82,78,0,97,172,4848
37,7,4,2487,112,78,0,33,604,4823
4670,29,4,3985,1,78,0,103,915,4784
3772,23,2,0,27,78,1,75,1124,7611
3664,6,4,2520,384,78,0,32,846,6013
7255,3,4,2984,91,78,1,18,36,4079
2395,21,2,0,89,78,0,70,636,7344
2137,31,3,359,55,78,0,108,1094,4470
7113,30,4,587,184,78,1,105,509,4452
1719,6,4,3198,60,78,1,32,591,4515
6669,11,4,254,291,78,1,41,879,5312
3323,29,4,4344,7,78,0,103,563,4947
2743,11,2,199,104,78,0,86,1012,7264
3761,24,4,3239,9,78,0,76,436,5946
3415,20,2,0,89,78,0,66,12,5130
1393,4,3,4482,303,78,1,20,784,7532
484,11,4,1339,17,35,1,26,795,5910
1889,14,4,1688,375,78,1,99,700,6842
626,24,4,2863,17,6,1,76,547,5164
3631,23,4,3856,255,78,1,75,905,5187
5338,26,4,3503,139,78,0,91,961,5851
65,13,4,1332,337,78,0,56,331,5887
6505,25,3,1812,67,78,0,77,912,5557
7250,18,4,1693,10,78,1,62,570,6084
6028,21,2,1,3,78,1,70,899,5374
2474,13,4,79,384,78,1,56,557,7218
2115,14,4,753,384,78,0,0,567,6833
4320,8,4,1309,176,78,0,34,261,4155
6665,11,3,2240,384,78,0,47,704,4510
349,29,3,4284,173,78,0,103,368,6026
6910,28,4,2092,384,78,0,97,139,4975
7151,11,4,3291,384,78,1,47,139,4089
6518,0,4,4261,75,78,0,11,139,5284
6745,28,4,2162,220,78,1,97,1207,6715
4112,11,2,0,179,78,1,78,954,5846
5215,24,4,825,384,78,1,76,302,4445
4743,14,3,4360,131,78,1,83,1185,6681
579,29,4,3360,55,78,1,103,1114,6433
1469,10,3,3600,8,78,1,54,9,7266
6123,11,4,4623,202,78,0,59,340,7921
2960,3,4,3991,17,78,1,18,633,5276
6482,29,4,2440,93,78,1,103,180,6850
86,11,4,2232,45,78,0,47,536,7215
6655,14,4,4507,152,78,1,6,1099,4676
3699,30,4,2504,261,78,1,105,168,6503
4646,23,4,3802,80,78,1,75,106,4578
3093,11,2,4457,62,78,0,34,582,4172
3204,4,2,0,343,78,0,20,1212,5973
6262,15,4,1400,67,78,1,57,884,6713
111,11,3,3293,384,78,0,47,573,4209
4788,25,4,2703,112,78,0,77,567,7471
3562,14,4,1530,286,78,1,0,106,6632
927,31,4,647,384,78,0,108,81,7702
5186,15,4,3084,384,78,1,57,106,5303
2887,11,4,2575,308,78,0,25,706,4433
7249,11,4,3347,240,78,1,47,34,5580
1904,20,5,1369,256,78,1,66,172,7879
3889,7,4,4160,20,78,1,33,172,4984
3821,6,3,1560,98,78,1,32,519,7106
649,28,2,1369,20,78,1,97,582,5275
3386,3,3,3275,302,78,0,18,1099,6471
4942,27,4,3327,60,78,1,96,573,6185
5255,24,4,309,108,78,0,76,557,5290
299,18,3,1670,384,78,0,62,842,5391
4555,11,4,3279,380,78,0,80,195,7759
5752,11,3,724,60,78,1,47,432,7484
5954,7,2,1,173,78,0,33,570,7941
2875,12,4,370,149,78,1,55,920,4531
617,14,4,4148,161,78,0,0,139,6316
1264,11,2,2253,45,0,0,36,268,7275
5368,13,3,4329,384,78,1,56,549,7565
325,4,2,0,337,78,0,20,326,6224
2969,25,3,2773,39,78,1,77,792,5019
2756,29,4,277,7,78,0,103,340,5540
2002,27,4,2456,304,78,0,96,832,4825
3065,3,4,1403,384,78,0,18,704,6198
5014,14,4,758,116,62,0,0,439,7954
6075,20,4,1477,60,78,1,66,634,7805
287,26,4,1172,67,78,1,91,599,4312
4817,19,4,2236,384,78,0,65,180,4405
2961,3,4,3117,45,78,1,18,1010,5188
3176,6,2,1,17,78,1,32,759,6203
359,32,4,1417,384,78,1,111,139,5791
5573,24,4,3680,384,78,1,76,704,7496
4168,25,4,402,140,78,0,77,767,7769
3826,21,2,1477,123,78,0,70,940,5824
2000,14,2,199,255,78,1,106,377,5857
5721,18,4,4282,104,78,0,62,611,5234
409,11,2,0,27,78,1,45,879,6718
5622,8,4,1088,287,78,0,38,700,4808
6235,28,4,25,100,78,0,97,532,6056
698,26,4,1078,108,78,1,91,172,7002
5544,29,3,799,258,78,1,103,626,4945
4007,11,2,0,94,0,1,34,353,7847
4666,11,4,1744,384,68,1,7,570,5592
2007,8,4,4473,384,78,1,34,582,4395
2236,4,2,1369,4,78,1,20,1004,6987
2979,27,5,2254,21,78,0,96,895,4354
6414,11,4,563,168,78,1,25,567,7963
5587,23,4,4447,89,78,0,75,483,6429
1032,23,4,1758,384,78,1,75,180,5009
5976,7,5,3275,340,78,0,33,528,6050
1533,29,5,1763,93,78,0,103,641,6733
6554,28,4,2104,258,78,1,97,657,5363
2831,25,4,3914,96,78,1,77,618,6898
5743,3,4,4589,359,78,0,18,1189,4251
5095,23,3,2565,217,78,0,75,509,7697
4819,11,3,4177,78,78,1,47,690,5751
6354,11,5,2253,21,78,0,78,595,7480
2601,8,4,3740,384,78,1,38,106,5895
1511,11,4,732,23,78,1,47,518,6485
5581,12,3,3534,133,78,0,55,224,5869
1734,25,4,801,384,78,0,77,595,6933
2196,6,4,1855,55,78,0,32,712,7623
5394,6,4,102,96,78,1,32,939,6919
80,13,4,3073,31,78,1,56,812,7593
6186,11,4,1119,194,78,1,47,611,6114
1790,11,4,3630,108,16,0,92,708,5633
232,25,4,1026,39,78,1,77,567,6640
3045,24,2,0,7,29,1,76,78,7412
862,14,2,2253,55,78,0,6,59,5376
4824,11,4,4629,383,78,1,25,595,4290
4952,15,4,1873,358,78,0,57,545,5013
5682,29,3,4441,100,78,1,103,509,4416
2914,25,4,1828,133,78,1,77,675,4328
5303,13,3,3675,17,78,1,56,567,6621
6490,15,4,2366,384,78,1,57,933,5988
3390,30,3,4221,127,78,0,105,599,5459
3076,27,4,4208,62,78,1,96,731,4568
3588,7,4,1590,147,78,1,33,671,6713
6232,31,3,551,155,78,0,108,604,6177
1627,14,4,4276,384,78,0,14,909,7736
1649,6,2,2253,368,78,0,32,826,7496
6083,14,2,1763,112,78,1,0,1188,4711
1238,11,3,1817,121,78,1,25,1194,5847
290,24,4,441,384,78,1,76,139,4105
6115,24,4,412,384,78,0,76,139,4895
5293,25,4,3463,227,78,1,77,545,7720
2308,4,3,47,50,78,0,20,18,6355
556,14,4,3486,375,78,1,6,915,6105
5712,11,4,539,320,78,0,40,649,4005
7021,11,4,4435,219,78,0,99,716,4628
4988,14,4,2677,348,78,0,6,735,6978
4565,14,3,3059,356,78,0,0,1188,4440
4583,0,2,3675,255,78,0,10,843,4955
1322,11,2,4220,80,78,0,107,210,4274
3233,11,2,3275,100,78,0,34,35,7827
1018,14,2,4457,80,78,1,14,797,5370
710,28,3,4608,23,78,1,97,854,5535
1489,23,5,1,161,0,0,75,905,5114
2772,6,2,3949,45,78,0,32,608,5399
2379,29,3,1391,20,78,1,103,650,7561
2765,31,4,4548,17,78,0,108,1077,5788
4355,18,2,1,261,78,1,62,298,7437
5136,15,4,60,384,78,0,57,623,6842
7115,8,4,2401,14,78,0,34,532,7964
1753,24,4,2485,384,78,0,76,536,4182
5283,15,4,1484,384,35,0,57,251,5118
3523,25,4,2008,384,78,1,77,78,7158
1448,29,5,2253,89,78,0,103,930,6064
2614,12,4,88,384,78,1,55,1107,6364
3259,11,4,2436,23,35,0,94,6,5584
5652,18,2,2806,36,78,0,62,1087,6329
1242,11,3,1110,264,78,0,47,139,6543
3203,11,4,3949,52,78,0,34,660,5119
769,29,3,2967,99,78,1,103,823,4079
6790,4,2,2253,7,78,0,20,422,6037
2306,11,4,4467,8,78,0,34,1210,4838
2736,11,2,1370,70,78,1,25,926,6021
4584,15,3,1548,341,78,0,57,149,5291
1080,28,4,4395,159,78,0,97,528,7231
2839,4,3,2153,345,78,1,20,1112,4578
1778,7,4,2104,95,78,0,33,536,7426
2499,27,2,2806,174,78,0,96,256,6019
3796,29,3,1560,134,78,0,103,1054,4195
2049,11,2,0,17,78,1,34,522,6227
3249,9,4,1793,384,78,1,47,139,6936
4784,15,2,1223,78,78,0,57,895,6069
1733,25,4,1977,185,11,0,77,425,7130
2661,11,3,1454,21,78,0,34,708,6290
2895,11,2,1370,93,78,1,34,215,5290
6070,11,4,3422,356,78,0,86,692,6313
1613,11,2,3949,47,47,1,34,795,6674
5347,14,3,4194,87,78,0,83,396,6221
5754,29,4,1763,17,78,0,103,369,6179
6230,14,4,4254,234,78,0,0,611,5921
3421,11,3,589,286,78,1,86,626,7199
6767,32,4,1117,17,56,0,111,44,6333
2834,3,4,3620,305,78,0,18,702,7053
1276,11,4,595,190,78,0,52,582,6146
4217,3,4,2218,247,78,1,18,95,6050
475,14,2,4457,142,78,0,106,24,4894
5650,24,4,4605,159,78,1,76,172,4491
2604,11,3,3643,93,78,0,34,594,6100
3577,11,4,3811,11,78,0,92,941,7868
6662,18,2,4378,225,78,1,62,645,5626
2181,6,2,0,17,78,0,32,246,4171
3357,29,4,3248,384,35,1,103,587,4972
6797,13,4,3306,205,78,1,56,6,6091
5138,23,2,3275,9,6,1,75,553,4164
442,20,4,411,328,78,1,66,626,6246
630,14,4,4324,356,78,0,83,608,7882
4020,11,4,4515,6,78,1,47,384,5507
6265,11,2,3422,136,78,0,47,84,7240
6328,13,4,2699,36,78,0,56,557,4568
179,29,4,359,308,78,1,103,796,6349
2219,24,4,2266,255,78,1,76,646,7049
2040,12,2,1,70,78,1,55,767,4347
1115,2,4,4459,104,78,0,13,803,6463
7082,29,2,0,27,6,1,103,763,5693
6865,15,4,3435,62,78,1,57,723,4953
2460,11,4,1677,62,78,1,45,579,5355
4482,28,4,2591,62,78,0,97,611,7060
5656,11,4,199,341,78,0,34,399,5800
2128,4,2,0,27,78,1,20,486,5356
5735,14,4,25,108,78,1,6,759,5468
3615,27,4,2253,176,78,0,96,1192,4453
1962,18,2,4245,262,78,1,62,839,6786
5830,14,4,2135,296,78,0,21,106,6503
82,11,3,2684,17,78,1,47,286,5631
1000,4,4,2901,177,78,0,20,249,5167
5693,11,4,1184,20,78,0,34,723,7792
4532,15,4,138,198,78,0,57,582,7197
5343,27,4,2675,141,78,1,96,106,5463
4091,26,4,530,53,78,1,91,1052,6669
148,28,3,4385,384,78,0,97,1180,5783
963,11,4,2719,219,78,0,34,1188,6604
4047,27,4,3846,384,78,1,96,604,4551
3668,4,4,2198,60,78,1,20,599,7191
1655,21,1,2648,215,78,0,70,779,6492
2428,8,4,2763,147,78,1,38,377,5911
4855,25,4,2660,17,78,0,77,545,5034
2453,25,4,3678,9,78,0,77,1007,6182
5844,15,4,3899,384,78,0,57,644,7730
5625,25,2,3643,176,78,0,77,728,6805
5504,11,4,2471,82,78,0,92,867,6202
4179,8,4,4357,62,78,0,34,582,7591
2824,32,4,3906,2,78,0,111,831,4364
3954,9,4,2375,384,78,1,47,172,5541
4063,4,4,3568,307,78,1,20,139,7910
6496,19,2,4426,338,78,0,65,139,7443
3992,12,3,3150,370,55,0,55,854,5953
2315,4,4,3643,96,78,0,20,875,6043
5515,1,4,930,205,78,1,12,579,5115
2481,11,4,620,194,78,0,99,427,4752
6333,23,2,0,260,78,1,75,37,4334
3959,14,4,3662,11,78,0,6,573,6944
1754,14,4,514,296,78,1,78,557,4459
4805,18,4,434,384,78,1,62,467,7277
1876,9,4,2670,27,78,1,47,674,4360
447,23,2,3949,142,78,1,75,760,4860
1443,11,3,1279,20,78,0,34,791,6050
6488,11,2,1,31,78,1,34,249,6947
5974,11,4,4576,14,78,0,47,885,7501
6816,27,4,2058,346,78,1,96,687,5334
4446,21,4,1351,338,78,0,70,933,6333
1972,29,2,0,55,78,1,103,567,6522
627,4,4,1457,14,78,1,20,579,4547
855,29,4,798,2,47,0,103,720,4351
6587,11,4,2789,384,78,0,47,139,5274
3329,12,2,1699,89,78,1,55,961,5248
2133,14,4,3600,4,78,0,14,100,5746
4137,7,1,4566,45,78,0,33,545,7209
6653,9,4,2854,384,78,1,47,582,5829
6142,12,4,124,138,78,0,55,614,5897
6251,27,4,4310,384,78,0,96,570,6167
2769,12,4,1851,339,78,1,55,536,5525
4874,21,5,2253,384,78,0,70,931,6634
1058,11,3,565,236,78,0,30,522,5568
3731,14,4,2021,60,78,1,6,741,5698
1038,15,2,1,96,78,0,57,963,5257
1506,11,1,4111,23,78,0,34,317,4361
3903,26,4,2966,346,78,1,91,180,6890
3672,25,4,4372,384,78,0,77,189,5907
3384,30,3,719,308,78,1,105,1090,5479
6128,6,4,1423,36,78,0,32,579,5985
3482,23,4,2124,259,78,1,75,450,7558
3990,12,4,496,53,55,0,55,292,6398
3584,1,4,4234,179,78,1,12,591,7006
681,11,4,199,257,78,1,47,1115,4227
5505,14,4,2510,80,78,0,24,113,4603
284,28,4,3011,195,78,1,97,1167,4663
1819,24,3,2150,218,78,1,76,788,5567
6698,14,3,3159,371,78,1,83,728,4884
4702,7,4,863,384,47,0,33,665,6215
3388,21,3,1391,130,78,1,70,671,7039
1213,11,3,4375,176,78,0,47,334,7710
483,12,3,2946,230,78,1,55,553,7186
2365,6,4,2889,45,78,1,32,674,6905
3524,31,3,2020,384,78,1,108,545,7024
6366,18,4,2099,251,78,1,62,139,7889
7206,27,4,298,116,78,0,96,1081,5729
5203,11,3,2806,198,35,1,41,162,6412
48,11,4,3456,254,78,1,47,617,6753
3947,11,4,73,168,78,1,47,503,6182
6322,12,4,2951,93,78,0,55,168,6275
1309,8,4,2876,384,78,1,34,172,5251
546,29,4,981,49,78,0,103,57,5897
1066,12,4,3948,75,78,1,55,106,4595
1855,21,3,641,384,78,0,70,579,5443
3214,14,4,1101,23,78,0,0,880,6570
3547,6,4,1935,384,78,0,32,573,6636
3669,6,4,2542,384,78,0,32,455,6510
6568,11,3,350,100,78,0,47,253,5984
173,20,4,4515,355,78,1,66,460,5136
1794,11,4,1574,130,78,1,78,623,7067
957,30,2,0,39,78,1,105,1150,5997
525,11,4,3853,108,78,1,92,742,5023
5920,28,3,3739,114,78,0,97,558,6913
987,14,4,3950,252,78,0,14,871,7666
1618,11,5,2253,89,78,0,34,608,6283
4926,21,3,4428,49,78,0,70,440,5528
6254,27,4,2350,384,78,1,96,579,4361
3593,26,4,1808,121,78,0,91,106,7532
4480,29,2,1,93,78,1,103,915,6731
5060,29,4,381,299,78,0,103,106,5703
5470,14,3,3341,166,78,1,6,293,5099
2625,30,3,4599,31,78,0,105,469,7645
6903,4,3,1488,384,78,0,20,599,7665
3940,16,4,2589,384,78,1,60,106,4446
3398,27,4,4462,309,78,0,96,909,4394
3781,23,4,3589,80,0,1,75,294,7125
686,11,4,1099,305,78,1,34,756,6205
3946,22,2,2504,142,78,0,71,595,5168
5732,21,4,1855,36,78,1,70,674,6334
3038,11,3,2,78,78,0,34,586,4460
2626,18,2,0,8,78,1,62,1089,4378
2441,14,4,48,384,78,1,99,604,6917
852,29,2,1,148,11,1,103,541,7318
5915,14,3,3079,152,78,1,83,1113,4423
2506,0,4,1118,302,78,0,9,924,6391
5719,29,4,2446,384,78,1,103,933,5922
1567,25,2,0,39,78,1,77,106,4645
6906,4,2,4457,2,78,1,20,102,7110
5409,31,4,3939,351,78,0,108,611,6089
453,3,4,2899,172,78,1,18,1043,4103
1185,14,4,882,356,78,1,14,525,6141
6630,6,4,262,384,78,1,32,545,7297
1192,11,4,302,127,78,1,39,906,4987
2633,3,3,2,91,78,1,18,966,4751
6205,29,4,2980,384,35,0,103,692,7855
4295,11,4,4042,176,78,0,34,261,7917
3915,16,4,2733,104,78,0,60,604,5242
809,4,4,4111,56,78,0,20,730,4372
1662,25,2,1,36,78,0,77,1185,6542
3567,14,4,3297,384,78,1,6,106,7181
7225,7,3,549,215,78,0,33,617,5311
6639,31,4,2458,139,78,0,108,582,6886
970,4,2,2,54,78,0,20,9,6762
3369,14,4,1330,328,78,0,6,579,6817
2940,14,3,904,152,78,0,6,185,4423
6415,14,4,1264,384,78,1,78,567,6844
2039,12,4,2782,20,78,0,55,185,4701
5081,7,3,1877,173,78,1,33,573,5029
6082,11,4,3585,184,78,0,92,260,4757
2755,25,4,4267,220,35,0,77,518,5709
6585,23,4,465,342,78,1,75,945,5772
6839,14,4,493,130,78,0,112,232,4642
1156,28,4,2434,17,78,0,97,604,5531
6264,9,4,2158,62,78,0,47,567,5316
5910,14,4,1370,116,78,0,0,945,7958
2502,24,4,359,46,78,0,76,1089,7876
1486,4,4,2623,14,78,0,20,806,6141
3336,28,3,652,155,78,0,97,617,6123
1174,19,4,4080,80,78,1,65,878,5483
5679,27,4,134,384,78,1,96,587,7065
4248,6,4,164,384,78,0,32,579,7448
1600,11,4,1030,173,78,0,47,582,6141
6571,28,4,4095,384,78,1,97,567,7786
5820,26,4,3564,384,78,1,91,941,6743
7172,6,4,3175,17,78,0,32,735,4020
7000,14,4,3240,384,78,1,6,647,6427
4970,25,4,3547,173,78,1,77,180,7471
562,14,4,1963,161,78,1,6,595,4521
3865,29,1,1370,134,78,1,103,614,5055
6041,19,3,4058,27,78,1,65,623,4547
2601,11,4,3741,384,78,0,38,106,4671
2601,11,4,3742,384,78,0,38,189,6585
366,7,2,2806,2,47,1,33,139,4821
4671,26,3,2514,384,78,1,91,570,5540
3370,21,4,487,384,78,1,70,172,5015
422,11,4,3829,94,47,0,99,180,6731
1009,5,4,3915,154,78,1,31,1211,5743
2784,12,4,3950,100,78,1,55,875,6179
2796,4,2,0,137,78,0,20,346,6241
4027,29,4,2171,268,78,1,103,415,7962
6606,29,4,4225,310,78,0,103,106,6556
2977,20,4,847,149,15,1,66,191,5650
1048,27,4,3577,340,78,0,96,571,4697
6889,29,4,944,2,0,0,103,830,4650
697,3,3,2147,39,78,1,18,1213,5264
6921,19,4,53,384,78,1,65,106,4421
4801,15,4,2002,147,78,0,57,945,7576
4614,20,4,2923,384,47,1,66,574,5015
5166,11,4,2555,205,78,1,48,842,6492
3181,12,4,1332,258,78,1,55,716,7486
1791,14,4,1439,336,78,0,83,604,6788
7184,6,4,2,92,78,0,32,72,6360
6047,18,4,1401,75,78,0,62,604,4263
3426,14,3,1599,91,78,0,14,942,5414
4815,11,4,1041,227,35,0,46,920,5547
2619,26,2,1369,142,78,1,91,9,4025
6987,16,4,2907,116,78,0,60,106,6650
3574,10,4,4427,75,78,1,54,540,6736
5334,8,4,4609,131,78,0,37,362,5744
2489,20,2,0,89,78,1,66,401,6360
5736,14,5,2806,114,11,1,0,121,5111
340,14,4,961,127,78,1,6,920,7771
4159,6,4,1903,384,78,1,32,172,6458
2680,12,2,0,384,78,1,55,1069,7613
7224,14,4,3367,384,78,0,0,979,6174
3053,29,4,3534,21,78,1,103,608,7051
154,14,4,2609,27,78,0,21,1044,5899
1484,29,2,3643,3,78,0,103,909,4380
4478,14,4,2276,39,78,1,0,700,6746
4950,14,4,4149,131,78,0,2,540,7547
1040,27,4,2710,384,78,1,96,139,7416
5334,11,4,4611,131,78,0,37,362,5735
3102,7,3,904,384,78,1,33,330,4019
1067,17,4,2777,341,78,1,61,503,4826
3800,29,4,4433,300,78,1,103,1126,6507
2377,11,3,3350,345,78,0,47,944,4183
5276,24,4,512,137,77,0,76,700,5688
2037,14,4,2935,227,78,0,0,106,6064
1971,20,3,1887,135,78,1,66,1160,6511
582,20,2,1996,75,78,0,66,582,5995
644,3,4,3531,384,78,0,18,106,7955
814,4,2,1,80,78,1,20,984,7915
6868,11,4,1000,142,78,0,38,540,4237
6300,3,4,3643,6,78,1,18,322,5101
315,29,4,3712,384,78,0,103,172,7571
5040,18,2,0,177,78,1,62,388,7103
4124,23,2,511,100,78,0,75,428,5216
2455,4,4,1555,384,78,1,20,41,6895
3988,18,2,2863,55,51,1,62,509,4435
6499,6,4,3836,108,78,1,32,553,6533
1493,23,4,1278,218,78,0,75,714,5756
3092,11,2,1369,60,78,0,34,582,7069
6459,14,5,199,215,78,0,6,749,7836
4556,11,4,569,277,78,1,80,915,4543
6782,15,4,2065,213,78,1,57,536,7107
5904,24,4,2404,87,78,1,76,106,5105
2766,28,4,3357,384,78,1,97,549,4398
4254,3,2,4220,242,78,1,18,484,6909
4211,14,3,3019,338,78,1,6,1017,4542
5989,21,4,1136,220,78,0,70,731,7654
402,11,4,1832,104,78,1,78,1067,6248
558,14,4,4301,168,78,0,6,665,5831
5066,29,4,864,23,78,1,103,920,7870
4192,22,4,2559,137,78,1,71,788,7827
2719,4,2,0,23,78,1,20,287,7446
1576,11,3,483,55,78,1,47,516,6064
5705,25,2,2381,344,78,0,77,172,6993
3477,29,2,3066,255,78,0,103,539,5870
4772,20,4,1031,78,36,1,66,111,7534
1239,20,4,2445,259,78,1,66,570,4780
4983,17,5,798,4,78,0,61,70,6334
1843,8,4,756,62,78,0,34,599,6740
2666,11,3,1054,27,78,0,34,1168,7562
1467,25,2,3643,1,78,1,77,139,7703
4660,14,4,3017,144,78,0,106,11,4947
4006,11,4,3388,137,78,0,34,371,6734
3060,10,5,1,384,78,0,54,879,7344
1599,14,4,2806,230,78,0,0,871,6806
1796,14,4,998,130,78,0,6,391,6070
1428,28,4,3004,82,78,0,97,700,7759
5104,28,4,1780,330,78,0,97,139,6141
5958,3,4,4422,384,78,0,18,930,4807
5758,26,4,3643,60,78,1,91,1166,5234
4503,14,4,1034,213,78,1,0,180,6735
5538,15,4,1707,384,78,1,57,567,5963
733,18,3,3237,136,78,1,62,1134,5545
