App,Category,Reviews,Size,Type,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver,Installs
8127,25,3832,461,37,10174,7,82,1316,2765,10,38568
2342,25,667,221,3,14092,6,82,1076,1727,10,24899
5035,25,3997,6,23,14518,5,82,1203,1268,8,34846
2351,25,858,222,24,13822,3,82,714,1235,10,22745
2346,25,5712,265,2,13029,1,82,103,2418,14,33647
5034,25,4163,10,44,11705,9,82,498,671,10,25944
5036,25,3267,165,47,14792,9,82,794,2077,14,29718
4877,25,1159,207,3,10646,2,82,1021,2063,11,37460
6967,25,1584,461,9,13014,1,82,281,2765,12,25209
6757,25,418,55,16,13735,2,82,63,633,12,23866
2347,25,2235,413,38,14070,9,82,1121,1822,10,26295
1511,25,3743,461,37,10960,1,82,156,2765,8,23893
7648,25,3238,81,20,12742,9,82,669,599,13,20889
8002,25,4843,28,11,12316,3,82,1017,1992,10,26937
5185,25,5377,16,16,10483,4,82,351,2303,8,39572
2793,25,2246,461,46,11562,6,82,590,2765,10,29980
2343,25,2279,461,18,10583,4,82,687,2765,9,37736
5698,25,634,273,8,11228,4,82,1162,2109,9,39752
4080,25,1944,193,26,13738,4,82,597,2441,9,36333
7465,25,4736,461,32,12205,4,82,790,2385,12,32020
2362,25,3154,461,35,10912,5,82,605,2050,10,36624
8792,25,5279,461,45,13996,1,82,193,2585,12,21709
2349,25,4131,233,16,13987,9,82,214,2679,14,30276
4337,25,4184,209,25,11549,8,82,646,536,13,30620
2341,25,1253,461,23,13677,4,82,1076,2765,14,34706
6987,25,5608,190,23,11381,2,82,782,1935,10,35611
6972,25,1014,75,2,11504,3,82,881,1718,13,37979
6968,25,4348,461,6,12661,1,82,340,694,11,20794
6623,25,5516,100,7,10186,7,82,782,1996,13,30903
6999,25,3134,127,13,11884,4,82,613,1655,10,34485
5036,25,3268,165,29,11784,5,82,794,2077,10,33482
6978,25,4076,233,39,10813,8,82,661,1042,13,23163
6967,25,1585,461,18,14761,8,82,281,2765,8,33246
9221,25,3129,461,34,12178,9,82,214,2765,10,25880
4442,25,587,414,6,11431,1,82,855,1059,8,35381
6971,25,5022,461,25,13172,7,82,1057,2765,9,38249
2347,25,2235,413,33,13237,3,82,1121,1822,8,24419
6233,25,3434,461,38,12161,9,82,904,2765,10,34475
6993,25,1100,227,3,10583,1,82,642,1830,10,32704
6981,25,5155,461,21,13489,9,82,661,2765,12,35187
6992,25,936,461,23,11409,6,82,619,2765,9,20837
6969,25,1011,75,1,11668,2,82,619,2123,12,28108
8831,25,1957,461,31,11392,9,82,581,2765,13,36167
7032,25,405,137,28,12535,3,82,628,1733,14,31399
6962,25,370,107,23,13664,8,82,369,588,12,32926
6959,25,5273,461,46,12630,7,82,958,2765,12,25853
2793,25,2247,461,16,14066,9,82,590,2765,14,28384
516,25,5789,461,47,11988,4,82,634,2180,8,29245
1517,25,2986,239,13,14126,1,82,680,2480,14,39582
6998,25,5298,146,3,10804,8,82,214,2687,11,25879
6958,25,82,461,17,11798,8,82,281,2765,10,30289
2618,25,1315,23,27,12443,9,82,63,2054,9,28135
5395,25,5485,227,22,12217,2,82,156,1913,14,29723
9241,25,201,207,24,14012,1,82,193,2008,13,30953
6984,25,5277,461,29,14523,7,82,214,2475,12,29952
2362,25,3156,461,21,13112,3,82,605,2050,9,39484
9222,25,1166,461,43,10987,1,82,646,2765,10,38857
7031,25,5839,410,32,11867,9,82,698,1043,10,29737
4595,25,4671,461,27,11453,4,82,702,2765,8,37354
7893,25,5526,461,7,14927,7,82,794,1190,10,31308
2349,25,4132,233,19,12956,3,82,214,2679,8,27161
4337,25,4184,209,14,14020,2,82,646,536,13,27863
4566,25,1714,94,45,10419,3,82,766,1923,10,24942
503,25,1948,7,19,13397,9,82,1374,306,11,33743
6953,25,2924,44,8,13775,6,82,1236,732,14,29549
2609,25,3096,137,22,14135,1,82,853,1714,12,35498
7788,25,5960,263,20,11668,5,82,116,2218,10,23419
6956,25,4425,202,47,10874,4,82,501,2096,11,37520
1517,25,2986,239,40,12306,8,82,680,2480,11,28624
6134,25,4002,198,26,14028,6,82,116,2605,8,34540
3730,29,4319,461,21,12982,1,103,619,2765,9,26271
4644,29,1485,416,9,12390,8,103,759,593,9,28514
5861,29,2684,461,48,11555,4,103,730,2765,9,28628
5962,29,5543,461,3,11817,7,103,675,2765,11,31361
6507,29,3983,461,30,12221,7,103,156,2765,14,30582
9597,29,741,146,14,12062,3,103,646,2401,14,25920
6748,29,5779,71,28,14498,4,103,116,874,8,39476
2746,29,1401,54,1,11823,2,103,609,1091,11,30422
4191,29,3205,264,12,13014,5,103,193,2016,14,20203
4714,29,3008,461,15,11485,7,103,1342,2765,11,34632
9518,29,4518,33,48,12021,2,103,193,2288,13,22453
4574,29,206,269,39,10656,5,103,680,879,10,20876
7153,29,43,266,35,11864,7,103,193,1247,13,38419
1497,29,1076,461,45,12119,8,103,615,2765,11,27712
7984,29,1968,461,47,10243,9,103,794,2765,13,28682
4594,29,3670,461,35,10302,2,103,680,2765,11,31547
9192,29,2638,461,28,12531,8,103,156,2765,8,39391
1934,29,5773,461,25,12255,3,103,205,2765,14,33008
8403,29,326,461,15,11299,3,103,680,2765,10,30843
5938,29,5317,28,41,11434,3,103,646,2428,14,34413
7636,29,4866,461,33,12420,3,103,214,2765,9,32904
965,29,1579,461,1,10135,1,103,72,2765,10,37295
4572,29,3582,265,43,12322,1,103,661,1805,10,35954
648,29,1078,44,11,12081,6,103,193,1561,8,27902
7139,29,4842,94,21,13650,7,103,628,317,13,34333
4023,29,485,461,29,11565,2,103,214,2765,13,26878
9346,29,775,24,5,11395,6,103,156,653,8,20812
3731,29,1442,16,21,14303,1,103,1117,2264,10,20264
649,29,1725,16,2,11395,7,103,759,1465,10,28662
8521,29,1201,273,45,12713,9,103,559,1408,8,29902
4905,29,6001,137,41,11252,3,103,1017,2446,9,33368
2451,29,3363,461,42,10377,6,103,646,2765,13,30940
1651,29,514,461,28,12480,5,103,628,2765,10,34753
5258,29,1977,112,44,10124,1,103,619,2162,12,28828
9137,29,3597,61,3,14948,5,103,575,160,13,23076
4904,29,2366,131,49,11721,9,103,1017,2300,13,23076
5724,29,864,24,44,12573,5,103,116,1900,8,25458
7965,29,2328,107,9,14528,4,103,193,913,13,37830
5682,29,1489,116,32,14407,5,103,642,2445,13,30530
5826,29,5875,47,38,14704,2,103,609,1376,14,30623
4878,29,2153,151,37,12141,6,103,714,1994,12,22292
8338,29,1304,44,33,11443,3,103,680,470,9,36131
6519,29,837,461,38,11028,1,103,1054,2765,10,39553
8651,29,2327,47,32,10228,6,103,675,108,9,37184
5984,29,1605,461,7,13198,9,103,642,2765,13,25214
6148,29,5082,118,41,14717,3,103,860,277,10,25021
5963,29,4465,141,20,10147,5,103,605,2542,13,21943
5977,29,3947,94,1,10181,5,103,116,1303,14,32502
1934,29,5773,461,31,10343,1,103,205,2765,11,23599
5204,29,4731,461,38,14867,3,103,116,2765,11,34397
9192,29,2637,461,10,10488,2,103,156,2765,12,20779
3730,29,4319,461,41,11593,5,103,619,2765,9,33879
6507,29,3983,461,30,12111,8,103,156,2765,11,28951
1651,29,514,461,13,10492,1,103,628,2765,9,22560
3731,29,1442,16,16,10705,8,103,1117,2264,14,37211
9597,29,741,146,31,11018,7,103,646,2401,8,34913
1934,29,5773,461,14,14184,5,103,205,2765,12,30987
8968,29,2734,270,46,11265,5,103,1342,1344,12,37751
1935,29,3845,107,39,11631,9,103,786,1644,13,26624
3730,29,4319,461,38,14307,6,103,619,2765,10,33262
5962,29,5543,461,28,11589,9,103,675,2765,9,35949
1934,29,5773,461,4,14422,3,103,205,2765,9,30641
6492,29,5395,100,44,13828,9,103,762,2214,8,35998
8968,29,2734,270,5,11216,6,103,1342,1344,10,29148
6493,29,2868,94,14,13320,1,103,623,1810,8,30631
8675,29,2932,461,48,14390,5,103,1014,2765,13,23611
8300,29,3349,100,4,12966,1,103,116,2207,11,39515
8169,29,5276,144,7,11796,4,103,581,1394,12,24098
4897,29,1661,402,28,12267,1,103,1047,2061,11,32691
8394,29,5813,411,49,10483,4,103,489,2341,14,36916
4901,29,2472,461,4,12314,1,103,1043,2765,11,33468
4899,29,3419,461,42,13353,3,103,675,2765,11,33069
9279,29,1771,386,44,11006,4,103,1021,2033,11,37186
5852,29,5436,172,32,14394,5,103,116,1766,11,22081
4903,29,5281,100,10,10587,1,103,586,570,9,39009
6828,29,1539,23,26,13837,3,103,819,534,11,37518
4898,29,687,461,49,10673,5,103,661,2765,10,24576
6259,29,1634,417,48,14113,8,103,714,1049,8,38303
5204,29,4731,461,19,11358,2,103,116,2765,12,36642
4900,29,274,281,11,13549,4,103,759,2654,12,30109
4902,29,3173,100,33,11687,9,103,586,1978,12,25513
6827,29,292,238,35,13212,2,103,786,1491,11,26582
4362,29,2820,255,45,14606,6,103,214,1332,13,39042
9192,29,2639,461,6,13287,9,103,156,2765,11,20475
3434,29,4209,182,8,11572,1,103,642,1686,9,27459
4372,29,4849,171,2,12028,3,103,193,2501,11,26007
3731,29,1443,16,39,12675,5,103,1117,2264,11,34108
4370,29,4218,87,17,10112,6,103,156,1361,14,27636
1935,29,3845,107,39,11816,3,103,786,1644,9,31263
3730,29,4320,461,16,13372,8,103,619,2765,11,31859
8689,29,5998,144,22,13703,5,103,812,2509,11,33109
1651,29,515,461,36,13309,3,103,628,2765,9,27996
5856,29,1294,172,3,13459,7,103,812,1838,14,22034
8310,29,3338,57,49,10594,9,103,1191,113,8,20388
8312,29,4365,461,43,14521,7,103,993,2765,8,26621
8347,29,2236,443,43,14669,7,103,684,2446,8,21738
9597,29,742,146,48,13341,9,103,646,2401,10,22552
1934,29,5774,461,12,13119,4,103,205,2765,12,20357
8308,29,5977,412,21,13749,4,103,615,1258,14,36620
9195,29,3046,54,34,11337,6,103,116,2574,13,36458
8311,29,31,127,33,10868,2,103,601,2285,11,39353
3730,29,4320,461,26,14505,7,103,619,2765,9,21424
1651,29,515,461,17,10657,1,103,628,2765,13,27409
5962,29,5544,461,21,10205,5,103,675,2765,12,31382
9597,29,742,146,25,10485,2,103,646,2401,13,21975
1934,29,5774,461,25,13762,6,103,205,2765,8,33491
5975,29,3289,75,23,11081,8,103,687,426,12,27464
9195,29,3046,54,6,11184,9,103,116,2574,12,39613
8968,29,2734,270,41,12224,4,103,1342,1344,10,38766
4279,29,2738,379,14,13405,9,103,156,2039,9,29509
4594,29,3671,461,31,13235,3,103,680,2765,12,39371
7989,29,388,461,22,14222,5,103,695,2765,8,28600
9192,29,2639,461,13,11391,8,103,156,2765,13,35088
3730,29,4320,461,33,11231,9,103,619,2765,13,33268
6496,29,3191,54,29,13431,8,103,919,2510,8,28912
6507,29,3984,461,45,10417,7,103,156,2765,8,38703
7994,29,3630,104,44,10885,6,103,958,1663,10,21020
8464,29,4468,217,38,12708,8,103,89,2481,9,29240
6497,29,3789,38,17,14940,5,103,63,1542,13,38169
102,29,4402,461,12,13105,3,103,166,2765,12,23712
8689,29,5998,144,20,11073,8,103,812,2509,14,27148
1651,29,515,461,1,13950,6,103,628,2765,8,35768
5962,29,5544,461,43,10073,1,103,675,2765,13,36976
4191,29,3206,264,26,10172,1,103,193,2016,10,31957
57,29,4961,100,40,11926,9,103,665,2307,13,25708
2742,29,5569,461,6,14714,1,103,993,2765,13,34590
9597,29,742,146,11,13153,4,103,646,2401,10,20684
4371,29,2791,360,20,12505,9,103,980,2388,14,22537
6488,29,224,151,44,12897,1,103,702,1480,13,30707
4903,29,5281,100,48,11555,4,103,586,570,8,28971
965,29,1580,461,33,11676,9,103,72,2765,12,23377
1934,29,5774,461,25,13483,3,103,205,2765,10,28201
9195,29,3046,54,38,12386,3,103,116,2574,13,28181
6509,29,5047,209,35,14766,1,103,786,2684,10,33417
6484,29,5471,75,8,11415,2,103,646,2518,9,20323
8968,29,2734,270,6,14926,7,103,1342,1344,14,31151
5963,29,4466,141,29,14136,6,103,605,2542,14,38083
8745,29,5282,461,45,11278,9,103,639,2765,8,20629
4279,29,2738,379,27,14803,6,103,156,2039,10,30775
4370,29,4218,87,5,12159,4,103,156,1361,11,30400
6827,29,292,238,12,11260,6,103,786,1491,11,33031
8675,29,2932,461,18,14480,1,103,1014,2765,14,29010
7368,29,1207,461,29,14012,6,103,323,2765,10,35717
4055,31,785,28,48,10110,6,111,214,997,12,26433
9602,31,1996,461,41,11593,8,111,156,2765,8,25022
5232,31,4312,461,48,10056,3,111,794,2765,12,28051
8599,31,4159,100,15,13526,1,111,730,2559,14,29701
8597,31,4275,461,41,10914,2,111,1039,2765,14,24022
2553,31,4887,258,25,12632,3,111,829,876,14,32973
5531,31,1958,54,2,10734,7,111,680,2765,14,39668
7848,31,4099,116,16,14027,2,111,214,2299,13,39066
9142,31,4694,377,15,13714,6,111,932,2076,11,37878
5249,31,2464,461,38,11469,9,111,684,2765,13,21583
1732,31,1523,461,10,12109,9,111,214,2765,14,25130
5240,31,1469,112,44,10343,5,111,605,2466,13,26538
4946,31,2544,461,2,10170,2,111,652,341,11,21633
8598,31,403,461,49,10506,9,111,205,2765,11,20128
588,31,3327,461,27,13949,7,111,156,2765,9,32001
6051,31,5808,461,41,10779,1,111,680,2765,11,39756
9602,31,1996,461,2,13510,9,111,156,2765,13,32503
4767,31,3165,315,10,11853,6,111,586,2075,14,22548
6712,31,1668,144,41,14352,8,111,820,977,8,21182
4926,31,2169,461,25,13417,9,111,744,2676,11,28762
4813,31,5272,187,30,14410,6,111,156,2230,10,27510
7950,31,2320,362,4,13771,5,111,586,2311,13,24440
389,31,3093,28,35,10670,4,111,326,2208,12,23450
8795,31,1214,461,16,13891,7,111,513,2765,12,33031
5544,31,5337,461,25,10024,3,111,675,2765,12,22337
4944,31,1913,461,9,13129,9,111,214,2765,8,37463
585,31,5957,159,37,12725,4,111,605,2176,9,39753
4055,31,786,28,30,14318,5,111,214,997,11,31425
4883,31,3985,461,6,14803,1,111,116,1848,12,29067
669,31,4496,75,23,11115,5,111,590,2223,11,30479
700,31,1323,112,34,11720,8,111,601,1604,11,36673
5441,31,2086,107,14,13859,4,111,1063,2046,10,33949
4516,31,3954,461,19,10037,1,111,675,1929,10,30035
8797,31,2697,163,30,13001,6,111,513,872,10,28751
8598,31,404,461,22,13628,6,111,205,2765,9,36548
5072,31,2413,44,6,11714,4,111,116,300,9,27098
9106,31,1932,461,17,14441,4,111,546,2765,13,30667
8796,31,2611,163,32,10802,9,111,513,872,9,29465
5935,31,5132,233,13,11353,2,111,214,1946,8,39772
9219,31,1470,394,33,11461,2,111,193,1748,12,36783
4600,31,3749,461,15,10838,1,111,656,2765,14,35831
6866,31,3864,461,26,10245,7,111,116,2613,8,29846
4519,31,1377,461,13,13546,5,111,615,2574,12,27840
9208,31,2359,104,30,10105,7,111,210,933,8,35906
7599,31,1157,461,39,11252,5,111,156,2765,11,36504
4558,31,2621,202,30,11778,1,111,680,1967,9,34119
7848,31,4100,116,24,11674,2,111,214,2299,12,26710
3232,31,1040,107,6,10895,4,111,675,2665,13,27215
6538,31,5814,28,41,14933,5,111,569,888,11,31923
45,31,5341,461,34,13324,9,111,675,2765,12,34786
7127,31,2524,16,16,11270,6,111,911,1353,8,36256
4803,31,722,327,21,14114,5,111,669,2644,11,23931
7143,31,4148,33,27,14910,3,111,652,2031,12,37493
8579,31,3816,461,46,11413,6,111,214,2765,9,33541
1732,31,1522,461,39,14837,9,111,214,2765,14,29226
4640,31,1142,19,29,12271,2,111,691,2413,9,33607
693,31,1345,461,24,11562,9,111,615,2765,9,22627
9052,31,4256,286,12,11800,2,111,656,2649,8,27860
8737,31,2891,372,44,11098,1,111,628,1123,9,22361
6518,31,1281,219,23,13646,8,111,675,2588,9,23449
9051,31,4781,416,36,13675,6,111,675,2330,14,39966
6016,31,4684,461,34,11737,2,111,205,2546,14,39507
7442,31,569,461,43,10066,7,111,687,2765,8,38156
9261,31,2379,461,3,12745,1,111,595,2765,8,22022
4950,31,3182,315,1,12886,4,111,189,1263,11,26133
4450,31,3787,104,39,12608,6,111,880,431,10,37962
8756,31,3301,24,8,12253,7,111,685,1912,14,20618
9211,31,3575,461,41,10620,6,111,193,2765,12,33287
8598,31,403,461,42,12222,4,111,205,2765,11,29326
7237,31,301,286,25,12543,3,111,675,900,12,24660
5194,31,1313,11,22,10236,5,111,680,2649,13,29513
7143,31,4148,33,15,10756,8,111,652,2031,13,37483
8737,31,2891,372,30,14037,1,111,628,1123,13,30930
4055,31,785,28,14,10856,5,111,214,997,10,36432
7837,31,13,461,26,14655,2,111,1054,2765,10,39477
2248,31,1783,255,46,12609,4,111,210,981,13,20991
1778,31,2432,233,42,11126,4,111,642,2005,11,35273
7950,31,2320,362,41,14044,4,111,586,2311,9,30566
2474,31,3777,94,13,11945,9,111,72,2568,9,38634
2476,31,5062,461,14,12255,8,111,646,2765,10,37693
5468,31,2262,116,48,14752,9,111,646,2040,8,37963
5232,31,4311,461,16,12685,2,111,794,2765,13,36173
4520,31,1486,119,49,12073,9,111,652,1804,11,31265
4558,31,2621,202,7,13871,9,111,680,1967,13,30230
8359,31,2085,250,35,10067,5,111,214,2100,14,33862
5531,31,1958,54,12,14439,7,111,680,2765,10,33102
693,31,1345,461,21,12202,2,111,615,2765,13,33629
2477,31,4075,54,37,10571,4,111,680,2765,12,33641
5537,31,5347,177,16,12838,8,111,214,2696,14,38334
6780,31,3122,461,34,14379,1,111,680,2765,13,37045
7848,31,4100,116,45,11740,9,111,214,2299,9,30359
5914,31,939,190,23,13066,2,111,656,2536,10,21183
9436,31,758,227,7,13183,4,111,575,1296,9,35792
5374,31,4095,461,35,10535,7,111,646,1950,14,32820
5705,31,2249,24,7,11446,3,111,1039,503,12,20061
2522,31,1475,461,35,10568,1,111,615,2765,14,21288
2696,31,4760,461,1,10703,1,111,581,2765,10,33852
5252,31,98,461,15,14912,6,111,619,2765,12,27723
7143,31,4148,33,39,10610,4,111,652,2031,10,34799
5067,31,1211,165,30,10342,4,111,75,2354,11,36842
9602,31,1996,461,24,14040,1,111,156,2765,8,24420
4055,31,785,28,16,14237,5,111,214,997,8,22888
5220,31,2884,461,3,13874,9,111,116,2765,11,22510
5531,31,1958,54,7,11081,8,111,680,2765,11,25997
6780,31,3122,461,13,12310,1,111,680,2765,9,21229
7848,31,4100,116,10,13035,4,111,214,2299,9,26668
5335,31,1571,193,34,12223,5,111,193,1970,11,23444
7605,31,5532,81,28,13453,6,111,669,2821,13,24923
5249,31,2465,461,25,14812,3,111,684,2765,13,39760
1732,31,1523,461,49,11814,5,111,214,2765,13,21969
5247,31,4575,461,31,13434,8,111,680,2765,13,24003
5240,31,1469,112,38,10107,2,111,605,2466,10,33835
8598,31,403,461,31,14235,1,111,205,2765,13,22163
588,31,3329,461,40,10346,8,111,156,2765,10,33468
5248,31,1380,23,34,12207,8,111,1088,2137,11,21384
568,31,2493,461,21,13519,8,111,205,2765,8,36984
8637,31,862,202,35,10655,2,111,205,996,9,32589
829,31,5720,315,13,14225,4,112,229,1917,11,24765
2475,31,5163,461,14,12062,6,111,675,2765,11,38449
7848,31,4100,116,1,13395,4,111,214,2299,12,30709
5247,31,4575,461,31,13473,1,111,680,2765,10,21250
6051,31,5809,461,26,10402,7,111,680,2765,9,29376
4772,31,1017,166,2,13010,6,111,721,2608,9,28839
591,31,5009,364,21,12551,9,111,594,2588,10,33103
7705,31,476,137,20,11306,6,111,680,1653,9,26101
8065,31,3612,166,43,14287,2,111,615,1914,10,39503
4826,31,3799,461,5,13968,3,111,119,2765,10,25952
3461,31,5998,81,12,13100,3,111,214,523,9,39442
6540,31,4662,461,43,13876,4,111,1017,2765,12,24028
8177,31,1517,112,4,10330,1,111,156,937,9,24903
4944,31,1914,461,40,11964,2,111,214,2765,10,28728
6321,30,3514,224,33,13110,9,109,340,2816,9,29359
4912,30,5454,461,36,12614,3,109,193,2765,11,26271
4945,30,4570,461,47,12528,2,109,205,2765,9,24635
6319,30,1507,461,49,14204,4,109,214,2765,14,29818
6333,30,2251,127,32,10969,8,109,1115,256,12,21030
6334,30,3433,461,22,11277,3,109,487,2765,13,36752
2289,30,611,33,31,11987,3,109,646,1601,11,34470
6325,30,2929,168,12,12895,7,109,824,42,12,34242
6326,30,3118,461,15,12844,4,109,812,2765,10,39571
2297,30,3652,461,5,11502,2,109,1117,2765,12,23332
3240,30,2732,461,29,12717,2,109,615,2765,13,35132
478,30,5326,461,33,14591,1,109,654,2765,9,31607
9552,30,2479,218,5,11071,7,109,786,2743,11,22137
4433,30,5233,461,44,10565,2,109,36,2765,13,35155
6437,30,3974,38,4,13888,2,109,646,2566,10,39138
2300,30,2412,314,20,10620,3,109,680,2829,10,20864
381,30,3193,461,5,12986,8,109,593,2765,12,32013
9504,30,2225,461,1,10172,4,109,1086,2765,8,23860
7646,30,3104,461,33,10896,6,109,1039,2765,11,29175
724,30,1,125,44,13060,1,109,489,1099,11,24550
9272,30,788,461,43,11373,8,109,777,2765,13,30764
2299,30,539,223,29,14988,6,109,691,2611,10,24307
7584,30,5369,44,45,13815,2,109,675,2066,12,31392
9273,30,4392,461,38,10713,9,109,116,2765,14,39727
4437,30,2982,364,37,14528,7,109,615,179,13,32357
7576,30,881,461,16,14595,1,109,903,2765,14,27269
6630,30,510,409,35,14589,1,109,116,740,13,22160
4434,30,604,315,1,14808,2,109,193,2827,12,32874
7644,30,5903,60,40,13240,8,109,687,2374,14,23337
2576,30,2243,33,25,11924,9,109,214,904,14,23097
6948,30,3945,461,10,12545,1,109,675,2765,8,39990
5078,30,2679,461,16,11727,7,109,881,2765,13,20198
4819,30,1559,461,16,13261,5,109,680,2765,12,23743
4931,30,5261,461,17,14303,4,109,777,2765,12,36927
391,30,1544,265,46,11705,7,109,75,1655,11,25207
4948,30,4938,461,1,12995,9,109,619,2765,9,36013
7943,30,941,44,27,10972,7,109,680,2828,10,21062
7428,30,5669,461,8,14261,3,109,540,2765,14,26117
5080,30,1355,461,5,13531,1,109,965,2765,8,38971
7758,30,624,461,20,13326,3,109,628,2765,11,38533
782,30,2356,461,20,10858,7,109,615,2765,10,31527
8538,30,3308,258,47,11630,5,109,1047,2415,13,34968
4919,30,2975,171,14,10184,5,109,656,777,11,35702
6450,30,1262,38,46,13788,3,109,210,2281,8,22267
3505,30,4428,4,7,12957,5,109,1088,645,9,34827
5090,30,4632,58,35,10841,4,109,55,2699,8,24066
5089,30,545,10,7,13014,9,109,55,2699,9,30367
5087,30,882,62,31,10099,6,109,55,2699,12,23217
3271,30,448,38,8,12867,8,109,749,863,11,35559
625,30,4683,19,18,11938,8,109,861,466,8,36184
7193,30,3026,218,43,11231,6,109,193,1590,8,28508
624,30,372,461,21,11046,1,109,513,2765,11,20585
5305,30,5111,167,41,13450,1,109,1026,1733,10,29788
5184,30,3808,461,46,11079,6,109,861,2765,14,26013
1770,30,5682,409,16,12474,5,109,656,623,8,29849
5651,30,1841,168,46,11056,3,109,580,1302,12,30003
8487,30,3778,461,2,13561,9,109,698,2765,11,30851
4505,30,291,461,39,12419,2,109,305,2765,13,32951
2615,30,4053,461,5,11776,5,109,249,2765,9,39419
4504,30,387,461,7,13791,5,109,214,2765,13,38335
2105,30,1302,9,15,12133,8,109,1026,594,9,24668
4508,30,4769,461,28,11665,5,109,661,2765,10,36976
4506,30,1669,364,30,11375,9,109,695,1305,14,39716
8108,30,4422,169,32,13219,2,109,585,1655,13,36573
1772,30,4705,461,13,13223,7,109,623,2765,8,30155
1771,30,737,126,33,12525,7,109,1239,1351,13,23934
4610,30,989,19,23,11928,6,109,601,2765,14,29945
2305,30,5015,461,40,10497,4,109,656,2765,13,21498
1892,30,1075,19,4,11076,7,109,695,1781,9,33118
6241,30,5355,461,21,13788,4,109,569,2765,12,33070
2306,30,4101,313,8,13510,3,109,1103,1882,14,20131
4962,30,542,218,30,13231,7,109,1,402,13,31546
8734,30,5615,219,3,11044,1,109,669,1122,9,33273
2298,30,3140,124,32,14074,9,109,966,1229,13,30775
6462,30,3202,461,8,10465,7,110,118,2765,14,22385
2674,30,5767,168,27,13552,2,109,743,1593,12,35696
8735,30,603,461,19,12836,4,109,932,2765,11,31912
2567,30,5625,107,20,10901,1,109,414,677,8,28800
7700,30,1261,461,18,11814,9,109,790,2765,14,34871
9619,30,5462,9,29,13988,1,109,993,1493,13,38197
562,30,2258,121,26,12751,4,109,645,1922,8,26415
4089,30,1285,55,4,13081,3,109,1305,1092,14,39792
8128,30,4580,265,3,12889,2,109,439,1070,14,20658
5180,30,5711,414,34,10072,2,109,642,2366,14,36480
4392,30,4547,414,35,13034,8,109,993,696,11,29699
4612,30,1645,16,15,11081,5,109,687,1047,10,30743
5250,30,295,361,22,11104,7,109,214,2385,14,31471
6767,30,1106,28,4,12548,4,109,1026,1561,11,38549
8787,30,3638,100,21,11133,8,109,687,1255,8,35629
4315,30,3580,417,45,10592,7,109,702,1345,10,26854
8141,30,2598,81,29,11565,5,109,586,1934,13,25888
8630,30,840,461,26,13524,2,109,42,2802,14,39971
8788,30,5446,369,36,11390,8,109,116,2014,11,29893
4819,30,1558,461,12,11123,4,109,680,2765,12,21417
7868,30,4924,59,41,11578,7,109,80,2006,10,26783
3958,30,270,100,11,14091,1,109,220,1749,10,24006
4756,30,3978,461,41,14448,1,109,680,2765,10,33152
4928,30,5859,461,29,12888,1,109,156,2765,14,21490
9090,30,3141,9,47,14151,4,109,107,1630,12,37275
6558,30,3177,44,12,10730,1,109,193,2114,9,37527
7978,30,83,461,35,13428,6,109,619,2765,13,38497
9563,30,747,166,22,13516,4,109,214,2381,10,33956
9085,30,1145,47,39,14306,6,109,193,2025,9,34552
7975,30,4150,28,12,12874,8,109,205,2165,14,28432
5408,30,3669,461,41,14954,7,109,1362,2765,8,39858
9093,30,4855,461,34,13224,6,109,964,2765,13,27241
9081,30,167,461,9,10869,4,109,867,2765,11,32035
6503,30,5871,307,19,14877,4,109,69,172,13,23931
5570,30,3800,172,25,13547,3,109,609,577,11,20195
9567,30,2067,360,42,11939,3,109,609,1601,14,37910
2109,30,2938,461,37,12501,2,109,680,2765,10,23353
7928,30,4061,318,9,11274,5,109,782,2394,13,21290
5870,30,3677,171,31,13776,6,109,1095,738,13,23877
9255,30,5280,241,16,10401,2,109,437,532,10,39395
787,30,5248,123,44,12750,8,109,21,2529,9,20719
790,30,4176,461,36,12183,1,109,714,2765,13,37611
7866,30,806,461,5,14346,8,109,1050,2765,10,32074
7710,30,1397,236,17,13072,8,109,275,407,8,38188
7708,30,5032,56,4,12129,4,109,1124,2817,11,26092
6647,24,308,461,12,13524,6,81,976,2765,14,30476
4710,24,5156,28,46,14287,5,81,390,277,9,23340
9254,24,4885,461,8,10467,7,81,619,2765,11,31145
9177,24,4192,367,20,11835,4,81,214,1799,10,30222
66,24,1385,75,12,13939,9,81,782,2280,9,24947
4039,24,838,461,30,10379,8,81,193,2765,11,29450
4894,24,3084,23,17,11664,4,81,680,526,9,39778
5712,24,85,47,35,10250,6,81,581,1110,12,28606
2106,24,4987,44,43,10486,3,81,193,2295,11,25414
82,24,5292,126,2,11953,3,81,684,1391,11,38317
6746,24,2256,461,11,14548,5,81,193,2765,13,34019
1614,24,4238,87,38,10507,9,81,1334,277,12,26592
4704,24,1136,28,27,13211,4,81,948,277,14,33078
9274,24,360,33,9,12280,3,81,680,2765,14,26908
2613,24,2797,417,41,14725,3,81,628,201,9,32749
6567,24,894,23,2,13225,3,81,680,525,9,20892
3255,24,5166,23,8,12512,3,81,714,1766,9,36072
3957,24,374,71,33,13600,7,81,628,1130,10,36877
58,24,4789,313,40,14886,8,81,575,2466,14,22010
1394,24,1773,118,44,12487,2,81,229,1377,9,31876
7869,24,4262,461,42,14865,8,81,605,2765,12,30001
6562,24,2837,28,22,12087,7,81,210,1357,13,37115
