loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,loan_status
20000,20000,20000.0,1,12.74,452.41,2,10,9996,8,1,111000.0,0,1,0,1,2,732,43,0,190,0.0,16,0
30000,30000,30000.0,0,9.16,956.23,1,6,12386,4,4,130000.0,1,0,0,1,2,520,13,1,285,1.0,17,1
24000,24000,23700.0,0,14.99,831.86,2,13,12027,0,4,62000.0,2,4,0,2,3,21,29,0,137,0.0,15,1
5000,5000,5000.0,0,5.32,150.58,0,0,8320,10,4,117000.0,1,2,0,2,3,184,19,0,43,0.0,18,1
3950,3950,3950.0,0,11.49,130.24,1,9,9962,6,4,60000.0,1,14,0,7,9,125,33,0,88,0.0,17,1
10800,10800,10800.0,0,10.49,350.98,1,6,5540,2,4,55000.0,2,1,0,1,2,170,37,0,142,0.0,4,1
15000,15000,15000.0,0,12.79,503.9,2,10,6278,2,4,165000.0,1,19,0,2,3,800,4,0,86,0.0,7,1
25600,25600,25600.0,1,30.49,835.97,5,28,3695,10,4,75000.0,2,1,0,8,10,75,30,0,174,0.0,5,1
8000,8000,8000.0,0,7.39,248.45,0,3,7797,2,3,70000.0,0,5,0,1,2,810,4,0,538,0.0,7,0
6000,6000,6000.0,0,7.99,188.0,0,3,13208,1,4,56160.0,0,2,0,2,3,363,16,0,28,0.0,6,0
5000,5000,5000.0,0,17.99,180.74,3,16,8752,4,1,61000.0,1,2,0,0,1,340,41,6,435,1.0,6,1
15000,15000,15000.0,1,9.75,316.87,1,7,329,6,1,30000.0,0,13,0,5,7,142,37,0,386,0.0,7,0
10000,10000,10000.0,0,11.49,329.72,1,9,14672,11,1,116400.0,2,4,0,6,8,696,5,0,260,0.0,2,0
39775,39775,39775.0,1,18.99,1031.57,3,17,12432,9,1,79586.0,2,4,0,2,3,758,32,0,87,1.0,14,0
30000,30000,30000.0,0,15.99,1054.57,2,14,7413,1,4,167000.0,2,16,0,2,3,779,4,0,39,0.0,23,1
15000,15000,15000.0,0,15.59,524.33,2,14,9991,5,4,81000.0,2,19,0,2,3,770,4,0,475,0.0,12,1
7200,7200,7200.0,0,16.29,254.17,3,15,9334,1,3,22521.0,1,15,0,2,3,288,9,0,26,2.0,22,0
20000,20000,20000.0,1,29.49,640.82,5,26,6148,2,4,70000.0,1,4,0,2,3,331,41,4,219,0.0,9,1
15000,15000,14950.0,0,14.99,519.91,2,13,9686,6,1,43000.0,1,4,0,2,3,177,8,0,393,0.0,9,0
1350,1350,1350.0,0,11.39,44.45,1,7,11928,4,1,46000.0,0,4,0,2,3,696,5,0,192,0.0,2,1
7200,7200,7200.0,0,10.99,235.69,1,8,13006,1,1,58000.0,2,18,0,2,3,290,9,0,340,0.0,13,1
6800,6800,6650.0,0,17.27,243.36,3,16,3174,6,4,85000.0,0,13,0,2,3,810,4,0,240,3.0,9,0
28250,28250,28250.0,1,26.24,849.84,4,24,11928,1,3,56500.0,2,4,0,2,3,667,42,1,529,0.0,8,1
17600,17600,17600.0,0,14.46,605.47,2,13,9198,1,3,80000.0,0,15,0,2,3,518,13,0,285,1.0,13,0
24000,24000,24000.0,0,8.99,763.09,1,5,4894,6,1,192000.0,0,9,0,1,2,514,13,1,179,0.0,8,0
5000,5000,5000.0,0,7.99,156.66,0,3,5948,10,4,35000.0,1,19,0,1,2,692,5,0,97,0.0,8,1
20000,20000,20000.0,1,20.0,529.88,3,18,853,10,4,110000.0,2,20,0,2,3,801,4,0,123,3.0,35,1
12000,12000,12000.0,0,12.79,403.12,2,10,4373,6,4,49755.0,0,18,0,1,2,92,33,0,436,0.0,6,1
40000,40000,40000.0,0,12.74,1342.76,2,10,1454,5,1,112000.0,2,17,0,2,3,514,13,0,373,0.0,13,0
21650,21650,21650.0,1,18.99,561.5,3,17,3948,3,1,52000.0,2,14,0,2,3,309,9,0,229,0.0,9,0
24975,24975,24725.0,0,8.24,785.4,1,5,10598,1,4,120000.0,2,17,0,8,10,8,18,1,535,0.0,13,0
35000,35000,34975.0,0,24.74,1386.79,4,22,4901,9,3,120000.0,1,18,0,3,6,758,32,0,339,2.0,20,1
10000,10000,10000.0,0,11.99,332.1,1,9,3924,9,1,79596.0,2,20,0,2,3,847,46,0,243,1.0,5,0
30000,30000,30000.0,1,11.99,667.19,2,10,8171,1,1,120000.0,1,13,0,1,2,632,35,0,329,1.0,17,1
8400,8400,8400.0,0,11.49,276.96,1,9,12046,3,4,89142.0,2,11,0,8,10,436,21,1,248,0.0,9,1
12000,12000,12000.0,1,18.99,311.23,3,18,9991,2,1,85000.0,1,5,0,2,3,155,37,1,239,1.0,12,0
16800,16800,16800.0,1,9.17,350.13,1,6,8799,9,1,77000.0,0,7,0,1,2,236,26,0,182,0.0,5,0
12000,12000,12000.0,0,18.99,439.82,3,18,7532,1,4,83000.0,0,13,0,2,3,178,7,0,480,1.0,13,0
13500,13500,13475.0,0,15.99,474.56,2,14,9850,10,4,40000.0,2,1,0,2,3,520,13,0,95,1.0,13,1
13925,13925,13925.0,1,15.99,338.56,2,14,9487,0,1,34000.0,0,8,0,2,3,785,4,0,97,0.0,5,1
10000,10000,10000.0,0,5.32,301.15,0,0,7891,4,3,80000.0,0,1,0,1,2,474,22,0,432,0.0,6,0
18000,18000,18000.0,0,13.59,611.62,2,11,4994,1,4,95000.0,1,3,0,2,3,79,33,1,440,1.0,9,0
12000,12000,12000.0,1,24.74,350.39,4,22,2637,6,4,80000.0,2,17,0,7,9,285,9,4,37,0.0,9,1
27250,27250,27250.0,0,10.49,885.57,1,7,4916,1,1,54500.0,0,2,0,2,3,663,42,0,529,0.0,13,0
10000,10000,10000.0,0,9.75,321.5,1,7,9198,10,1,50000.0,1,5,0,2,3,310,9,0,41,1.0,17,0
12000,12000,12000.0,1,13.99,279.16,2,12,11550,6,1,85000.0,0,9,0,2,3,156,37,0,390,2.0,13,0
10000,10000,10000.0,0,13.49,339.31,2,11,4227,0,4,77000.0,2,2,0,2,3,292,9,0,19,0.0,19,1
20400,20400,20400.0,1,14.46,479.56,2,13,8354,2,4,54000.0,0,13,0,2,3,242,26,2,490,0.0,16,1
15000,15000,15000.0,0,19.99,557.38,3,18,1115,0,3,40000.0,1,17,0,8,10,812,4,0,530,1.0,4,1
9000,9000,9000.0,0,11.47,296.66,1,9,7746,9,3,60000.0,0,5,0,3,6,330,41,0,93,0.0,8,1
16825,16825,16825.0,1,24.99,493.74,4,23,2157,1,1,55000.0,1,2,0,3,6,281,10,1,30,0.0,13,0
9600,9600,9600.0,0,13.67,326.57,2,12,9350,1,1,40600.0,1,0,0,2,3,321,1,6,176,1.0,16,0
24000,24000,24000.0,0,11.47,791.09,1,9,11928,9,1,61000.0,1,0,0,1,2,674,42,1,382,0.0,8,0
4000,4000,4000.0,0,6.97,123.46,0,2,12303,10,4,14000.0,0,5,0,1,2,433,21,0,544,0.0,8,0
32325,32325,32325.0,0,9.75,1039.25,1,7,7891,6,1,75000.0,0,13,0,2,3,573,15,0,336,0.0,28,1
15000,15000,15000.0,1,15.31,359.3,2,14,8514,1,1,66000.0,0,5,0,2,3,701,5,0,381,0.0,5,0
3900,3900,3900.0,0,10.75,127.22,1,8,12098,2,1,42500.0,1,0,0,1,2,652,42,0,183,0.0,5,1
16000,16000,15925.0,0,19.99,594.54,4,20,6967,2,4,45000.0,2,13,0,2,3,295,9,0,95,1.0,10,1
35000,35000,35000.0,0,11.47,1153.67,1,9,7872,2,1,100000.0,1,11,0,2,3,667,42,0,386,0.0,9,0
8050,8050,8050.0,0,24.11,316.29,5,26,14672,11,4,24000.0,2,13,0,2,2,698,5,0,507,4.0,7,1
11000,11000,11000.0,0,11.39,362.17,1,7,5399,1,4,62000.0,2,4,0,1,2,709,49,1,541,0.0,5,1
4400,4400,4400.0,0,13.49,149.3,2,11,9678,8,1,49800.0,2,9,0,2,3,709,49,0,284,0.0,18,1
36000,36000,36000.0,0,8.24,1132.1,1,5,477,1,1,250000.0,1,14,0,2,3,643,42,1,539,0.0,33,1
30000,30000,30000.0,0,7.07,927.28,0,1,10534,10,1,110000.0,1,10,0,8,10,184,19,0,438,0.0,15,0
3000,3000,3000.0,0,11.99,99.63,2,10,14672,11,4,20000.0,2,13,0,2,3,635,35,0,286,1.0,4,0
10000,10000,10000.0,0,14.08,342.17,2,12,13804,1,3,50000.0,0,20,0,2,3,307,9,0,146,0.0,11,1
5000,5000,5000.0,0,13.49,169.66,2,11,6914,3,4,62072.64,1,18,0,2,3,520,13,0,242,1.0,20,1
5075,5075,5075.0,0,11.49,167.33,1,9,5708,1,1,35000.0,2,17,0,5,7,797,4,0,49,0.0,5,1
3000,3000,3000.0,0,10.99,98.21,1,8,9515,5,1,62000.0,1,19,0,6,8,623,2,0,288,2.0,12,1
35000,35000,35000.0,1,17.99,888.58,3,16,4427,1,1,165000.0,2,2,0,2,3,763,32,0,423,0.0,20,1
8000,8000,8000.0,0,5.32,240.92,0,0,4794,1,4,65000.0,0,20,0,2,3,171,37,2,132,1.0,11,1
6025,6025,5975.0,0,22.74,232.42,4,20,4017,8,1,53000.0,1,4,0,8,10,4,18,0,231,1.0,21,1
3525,3525,3525.0,0,10.49,114.56,1,6,12745,1,4,81884.0,0,4,0,10,0,208,44,3,537,1.0,3,0
3000,3000,3000.0,0,13.49,101.8,2,11,7622,0,1,72000.0,2,14,0,3,6,785,4,0,137,1.0,20,1
8500,8500,8500.0,0,14.46,292.42,2,13,10826,4,4,46500.0,0,13,0,2,3,518,13,0,242,2.0,8,0
15000,15000,15000.0,1,12.74,339.31,2,10,6755,3,3,150000.0,0,14,0,2,3,840,46,0,284,0.0,13,0
3600,3600,3600.0,0,5.32,108.42,0,0,10013,2,1,72000.0,0,12,0,1,2,471,22,0,293,2.0,12,0
24675,24675,24675.0,0,11.39,812.4,1,7,4260,1,1,735000.0,1,6,0,8,10,435,21,0,502,1.0,15,1
10000,10000,10000.0,0,12.74,335.69,2,10,477,1,1,46000.0,2,4,0,2,3,574,15,0,522,0.0,8,1
16000,16000,16000.0,1,17.97,406.04,3,18,3677,1,1,185000.0,1,7,0,2,3,245,26,1,537,0.0,18,1
14000,14000,13975.0,1,24.99,410.84,5,27,1940,1,1,52000.0,2,13,0,8,10,634,35,0,40,0.0,15,1
5000,5000,5000.0,0,15.31,174.09,2,14,11995,1,3,83000.0,1,15,0,2,3,663,42,0,390,0.0,3,1
4100,4100,4100.0,0,26.3,165.85,4,24,9962,5,4,40000.0,1,10,0,2,3,779,4,0,488,0.0,10,0
40000,40000,40000.0,1,21.49,1093.19,3,19,203,1,1,117328.26,2,18,0,1,2,747,31,0,132,0.0,15,1
35000,35000,35000.0,1,18.99,907.73,3,17,9897,4,1,105000.0,2,18,0,3,6,787,4,0,441,1.0,17,1
13000,13000,12750.0,0,10.91,425.05,1,8,8495,5,4,120000.0,0,3,0,2,3,185,19,1,439,0.0,5,1
24000,24000,24000.0,1,9.49,503.93,1,6,13915,1,1,95000.0,0,2,0,3,6,828,36,0,532,1.0,17,0
12000,12000,12000.0,0,12.79,403.12,2,10,11928,1,3,56611.0,1,9,0,2,3,340,41,0,379,1.0,14,1
30000,30000,30000.0,1,10.42,643.63,1,7,7217,4,4,65000.0,1,3,0,5,7,83,33,0,338,3.0,11,1
6000,6000,6000.0,0,9.16,191.25,1,6,7644,4,1,45000.0,2,15,0,2,3,473,22,0,289,1.0,9,1
20000,20000,20000.0,0,10.49,649.96,1,6,4766,1,1,35000.0,2,17,0,2,3,736,3,0,175,0.0,19,1
8000,8000,8000.0,0,5.32,240.92,0,0,4423,3,4,65000.0,0,8,0,1,2,643,42,0,391,0.0,18,1
4075,4075,4075.0,0,15.59,142.45,2,14,14672,11,4,12000.0,2,9,0,2,3,813,4,0,32,2.0,9,1
35000,35000,35000.0,1,22.74,981.45,4,20,3256,10,3,425000.0,1,6,0,2,3,82,33,0,118,1.0,30,1
11200,11200,11200.0,1,13.59,258.23,2,11,846,9,1,52000.0,0,10,0,2,3,514,13,2,285,0.0,10,1
16000,16000,16000.0,0,10.99,523.75,1,8,10022,1,1,85000.0,0,2,0,2,3,534,13,0,179,1.0,15,1
20000,20000,20000.0,0,8.24,628.95,1,5,5720,5,1,85000.0,0,17,0,2,3,736,3,0,99,0.0,9,1
9650,9650,9650.0,0,18.25,350.09,3,17,13617,3,1,48000.0,2,5,0,2,3,17,18,0,492,2.0,14,0
35000,35000,35000.0,0,23.32,1360.69,4,22,12137,8,1,117000.0,1,0,0,2,3,839,46,0,421,5.0,19,0
4225,4225,4225.0,0,18.99,154.86,3,17,1249,3,4,54000.0,2,19,0,8,10,74,30,0,46,1.0,9,0
8000,8000,8000.0,0,10.75,260.97,1,8,1010,1,4,65000.0,0,0,0,1,2,643,42,0,429,0.0,10,1
6000,6000,6000.0,0,13.99,205.04,2,12,13305,5,4,25000.0,1,19,0,8,10,200,44,0,43,0.0,8,0
9000,9000,9000.0,0,12.62,301.61,2,10,11284,0,4,70000.0,0,16,0,2,3,734,3,0,43,0.0,5,0
30000,30000,29975.0,0,7.07,927.28,0,1,9996,1,1,302000.0,1,3,0,8,10,804,4,0,230,1.0,28,0
19600,19600,19600.0,1,19.99,519.18,3,18,3947,2,3,73000.0,1,11,0,2,3,91,33,1,434,0.0,8,0
18350,18350,18350.0,1,22.45,511.52,5,25,13395,1,4,54000.0,0,7,0,2,3,790,4,0,578,0.0,11,1
7000,7000,7000.0,0,11.99,232.47,1,9,14672,11,4,42000.0,2,3,0,1,2,634,35,0,462,4.0,10,1
16100,16100,16100.0,1,16.99,400.04,3,15,262,1,3,35000.0,2,14,0,6,8,96,33,2,579,0.0,14,0
10000,10000,10000.0,0,7.97,313.23,0,4,2776,1,4,70059.7,0,3,0,8,10,317,1,0,183,0.0,10,1
10000,10000,9750.0,0,11.99,332.1,1,9,11965,5,1,65000.0,1,12,0,2,3,810,4,2,430,2.0,24,0
6500,6500,6500.0,0,30.84,278.94,6,31,11095,2,4,34000.0,2,20,0,11,11,679,42,0,388,2.0,11,1
13000,13000,13000.0,0,10.91,425.05,1,8,1466,1,1,52000.0,1,3,0,2,3,109,33,1,433,0.0,10,0
29700,29700,29450.0,0,14.99,1029.42,2,13,14672,11,1,13000.0,2,4,0,2,3,637,35,0,280,0.0,11,1
35000,35000,35000.0,1,25.09,1029.15,5,28,752,1,1,107000.0,1,7,0,2,3,808,4,0,578,1.0,10,0
20000,20000,20000.0,1,14.99,475.7,2,13,7832,1,1,54000.0,0,14,0,2,3,488,40,0,558,0.0,11,1
7000,7000,7000.0,0,15.59,244.69,2,14,2037,3,3,65000.0,1,9,0,8,10,643,42,1,385,0.0,6,1
32000,32000,32000.0,0,8.39,1008.54,1,5,971,10,4,125280.0,1,11,0,2,3,544,23,0,241,0.0,24,1
21300,21300,21300.0,0,7.21,659.73,0,2,14672,11,1,90000.0,0,10,0,2,3,454,47,0,568,0.0,17,0
7000,7000,7000.0,0,9.75,225.05,1,7,13994,1,1,156029.0,1,13,0,10,0,791,4,0,182,0.0,13,1
23975,23975,23725.0,0,10.49,779.14,1,7,5523,1,1,149501.0,1,19,0,2,3,8,18,0,42,2.0,13,0
10000,10000,10000.0,0,19.99,371.59,3,18,9601,1,3,52000.0,0,19,0,2,3,91,33,0,278,0.0,6,0
6000,6000,6000.0,0,16.02,211.01,2,14,6656,1,1,90000.0,2,12,0,8,10,568,15,0,33,2.0,9,0
20000,20000,20000.0,0,11.49,659.43,1,9,1284,1,4,61000.0,2,17,0,2,3,57,30,0,482,0.0,15,1
16000,16000,16000.0,0,11.99,531.36,2,10,11150,9,1,85500.0,2,7,0,2,3,473,22,2,130,0.0,16,1
28000,28000,28000.0,0,13.99,956.84,2,12,9962,5,4,34000.0,0,8,0,1,2,825,36,0,338,0.0,8,1
10000,10000,10000.0,0,12.79,335.93,2,10,2584,3,3,28787.0,1,2,0,2,3,75,30,0,482,0.0,7,0
21500,21500,21500.0,1,26.3,647.55,4,24,3887,3,3,43000.0,1,3,0,2,3,50,6,1,530,0.0,12,0
1000,1000,1000.0,0,13.49,33.94,2,11,14672,11,3,36000.0,2,4,0,3,6,651,42,0,278,1.0,6,0
10000,10000,10000.0,0,12.62,335.12,2,10,9962,4,4,180000.0,1,20,0,1,2,91,33,0,145,1.0,6,0
35000,35000,35000.0,0,5.32,1054.02,0,0,9905,1,1,300000.0,1,16,0,2,3,635,35,0,336,0.0,15,0
26000,26000,26000.0,0,9.8,836.51,1,7,2301,5,1,170000.0,0,7,0,2,3,179,44,0,85,0.0,9,0
6000,6000,6000.0,0,5.32,180.69,0,0,11288,4,4,85000.0,0,9,0,1,2,395,34,0,585,0.0,17,0
7000,7000,7000.0,0,10.49,227.49,1,6,7105,1,3,40000.0,2,14,0,1,2,336,41,0,439,0.0,14,0
9000,9000,9000.0,0,10.75,293.59,1,8,6766,1,4,45000.0,0,15,0,2,3,779,4,0,188,0.0,9,0
4800,4800,4800.0,0,10.42,155.84,1,7,6766,1,4,30000.0,0,20,0,8,10,296,9,0,146,0.0,4,1
15000,15000,14750.0,0,16.99,534.72,3,15,10719,3,4,60000.0,1,1,0,2,3,293,9,1,585,0.0,11,1
5525,5525,5525.0,0,10.75,180.23,1,8,11928,8,1,37000.0,1,0,0,8,10,252,26,0,81,0.0,11,0
5000,5000,5000.0,0,20.0,185.82,3,18,8144,1,4,48000.0,0,10,0,2,3,119,33,0,41,0.0,4,1
11200,11200,11200.0,0,8.99,356.11,1,5,1372,4,4,65000.0,1,18,0,1,2,123,33,1,133,0.0,9,0
10875,10875,10875.0,1,30.79,357.14,6,30,11532,1,1,65000.0,1,18,0,2,3,785,4,0,34,1.0,23,1
19000,19000,19000.0,0,5.32,572.19,0,0,13222,1,1,104000.0,1,20,0,8,10,205,44,0,242,1.0,13,0
30000,30000,30000.0,1,25.29,885.65,4,24,13823,1,1,198000.0,2,2,0,2,3,805,4,0,133,0.0,9,0
1000,1000,1000.0,0,11.99,33.21,1,9,12959,1,4,72000.0,2,20,0,6,8,406,34,0,443,0.0,8,1
5000,5000,5000.0,0,11.49,164.86,1,9,12198,3,1,80000.0,1,6,0,2,3,514,13,0,547,0.0,8,1
5400,5400,5400.0,0,19.03,198.03,3,17,6423,2,4,50000.0,2,20,0,2,3,654,42,0,491,0.0,21,0
7000,7000,7000.0,0,12.88,235.46,2,11,5221,10,1,37000.0,1,7,0,2,3,815,4,1,240,3.0,7,0
4200,4200,4200.0,0,11.39,138.28,1,7,12351,3,4,40000.0,2,4,0,2,3,837,46,0,448,0.0,6,1
9500,9500,9500.0,0,7.99,297.66,0,4,13932,10,1,79000.0,0,17,0,2,3,703,5,3,19,0.0,23,1
10000,10000,10000.0,0,7.97,313.23,0,4,8289,5,3,50000.0,1,20,0,2,3,57,30,0,337,0.0,8,0
8000,8000,8000.0,0,12.99,269.52,2,11,1025,2,4,31000.0,2,13,0,1,2,344,41,0,246,2.0,9,0
35000,35000,34975.0,0,17.27,1252.56,3,17,3163,9,4,95000.0,2,7,0,2,12,51,6,0,40,0.0,5,0
35000,35000,35000.0,0,16.02,1230.85,2,14,14269,2,1,42000.0,1,3,0,1,2,308,9,1,128,2.0,20,1
4000,4000,4000.0,0,9.44,128.02,1,5,9629,10,4,54496.0,0,12,0,2,3,785,4,0,97,5.0,11,0
8000,8000,8000.0,0,5.32,240.92,0,0,11928,4,4,110000.0,0,16,0,2,3,808,4,0,284,1.0,13,0
4450,4450,4450.0,0,18.25,161.44,3,17,4782,0,3,31000.0,1,13,0,1,2,165,37,0,120,0.0,13,1
28000,28000,28000.0,1,15.99,680.76,2,14,14672,11,1,76572.0,0,17,0,1,2,152,37,0,323,0.0,9,0
6000,6000,6000.0,0,8.49,189.38,1,5,5807,9,1,61500.0,0,7,0,3,6,86,33,0,387,0.0,7,0
7500,7500,7500.0,0,16.02,263.76,2,14,6093,1,4,55000.0,0,20,0,2,3,94,33,2,372,0.0,7,1
12000,12000,12000.0,0,7.24,371.85,0,2,3451,1,4,126000.0,1,1,0,1,2,679,42,0,376,0.0,16,0
25000,25000,25000.0,0,11.47,824.05,1,9,14672,11,1,65000.0,0,0,0,2,3,415,14,0,117,0.0,19,1
16000,16000,16000.0,0,9.8,514.78,1,7,3124,1,3,57444.0,0,7,0,2,3,284,10,0,183,0.0,10,0
15600,15600,15600.0,1,14.08,363.64,2,12,10936,3,1,125000.0,0,20,0,2,3,692,5,0,533,0.0,22,1
8000,8000,8000.0,0,9.8,257.39,1,7,14192,1,1,55000.0,0,7,0,3,6,292,9,0,377,1.0,10,1
15000,15000,15000.0,0,7.91,469.43,0,4,11928,7,3,90000.0,1,7,0,2,3,673,42,0,267,0.0,15,0
10000,10000,10000.0,0,5.32,301.15,0,0,9386,7,1,91250.0,0,20,0,1,2,207,44,0,325,0.0,14,0
16000,16000,16000.0,0,19.03,586.74,3,17,6157,10,4,35000.0,1,20,0,1,2,811,4,0,142,1.0,7,0
14000,14000,14000.0,0,10.99,458.28,1,8,14672,11,1,48464.0,2,2,0,1,12,734,3,2,184,1.0,5,1
6400,6400,6400.0,0,7.89,200.23,0,4,10377,8,1,55000.0,0,13,0,2,3,653,42,0,181,0.0,9,0
7500,7500,7500.0,0,9.75,241.13,1,7,13313,1,3,42000.0,0,5,0,1,2,83,33,0,29,0.0,15,1
30000,30000,30000.0,1,30.74,984.29,5,29,8144,1,1,60000.0,2,4,0,4,5,386,34,0,170,0.0,11,1
5000,5000,5000.0,0,11.99,166.05,1,9,3740,5,4,37000.0,0,20,0,1,2,57,30,0,388,1.0,8,0
4000,4000,4000.0,0,12.74,134.28,2,10,14512,1,4,50000.0,2,1,0,2,3,601,17,0,279,0.0,9,0
19200,19200,19200.0,1,15.99,466.81,2,14,3195,9,1,62000.0,2,6,0,2,3,107,33,0,540,0.0,9,0
28000,28000,28000.0,1,18.99,726.19,3,17,2174,9,1,84198.4,2,1,0,2,3,434,21,2,490,0.0,17,0
11200,11200,11200.0,0,7.89,350.4,0,4,9274,4,1,52000.0,1,0,0,2,3,659,42,1,566,0.0,16,1
9000,9000,9000.0,0,13.44,305.16,2,12,14672,11,1,38000.0,2,7,0,2,3,386,34,0,580,0.0,11,0
5000,5000,5000.0,0,13.59,169.9,2,11,7382,1,1,50000.0,1,3,0,3,6,63,30,0,263,0.0,8,0
10000,10000,10000.0,0,11.99,332.1,1,9,12977,1,4,120000.0,0,20,0,2,3,764,4,0,342,1.0,11,1
16000,16000,16000.0,1,17.27,399.97,3,16,9687,3,4,53000.0,0,15,0,2,3,169,37,1,90,2.0,6,1
30000,30000,30000.0,1,13.49,690.15,2,11,8994,1,1,125000.0,2,14,0,2,3,791,4,0,388,0.0,10,1
9400,9400,9400.0,0,7.89,294.09,0,4,8083,1,1,69000.0,2,5,0,2,12,457,47,0,516,0.0,7,0
28000,28000,28000.0,1,14.49,658.65,2,13,14672,11,1,92000.0,0,9,0,3,6,795,4,0,230,0.0,5,1
12000,12000,12000.0,0,7.99,375.99,0,3,776,9,1,60000.0,0,2,0,1,2,266,10,0,180,0.0,8,1
4475,4475,4475.0,0,17.27,160.15,3,16,14672,11,4,13188.0,2,15,0,8,10,796,4,0,296,2.0,7,0
26125,26125,26125.0,0,17.27,934.95,3,16,13804,4,4,71000.0,0,13,0,2,3,736,3,0,390,0.0,12,1
3000,3000,3000.0,0,13.99,102.52,2,12,4894,1,4,38000.0,1,6,0,2,3,255,39,0,49,0.0,9,0
10025,10025,10025.0,0,9.44,320.85,1,5,13472,1,1,103000.0,1,3,0,2,3,515,13,0,184,1.0,8,0
3950,3950,3950.0,0,23.88,154.73,4,21,7283,4,4,55000.0,2,20,0,2,3,194,44,0,397,1.0,5,1
22500,22500,22225.0,0,8.24,707.57,1,5,9422,0,1,110000.0,1,14,0,1,2,693,5,0,154,1.0,23,0
12000,12000,12000.0,0,11.99,398.52,1,9,11928,1,4,120000.0,1,20,0,1,2,790,4,0,279,2.0,11,1
4000,4000,4000.0,0,11.49,131.89,1,9,1793,5,4,20000.0,1,14,0,1,2,298,9,0,49,0.0,3,0
8625,8625,8625.0,0,10.75,281.36,1,8,2872,10,4,24000.0,1,0,0,2,3,118,33,0,280,0.0,9,0
6000,6000,6000.0,0,11.49,197.83,1,9,14256,10,3,35000.0,1,14,0,2,3,184,19,1,487,0.0,4,1
35000,35000,35000.0,0,7.89,1095.0,0,4,3702,6,1,240472.0,1,5,0,1,2,397,34,2,209,0.0,25,1
26275,26275,26275.0,0,15.31,914.83,2,14,14088,1,1,166000.0,2,11,0,2,3,63,30,0,579,0.0,26,1
11000,11000,11000.0,0,13.59,373.77,2,11,1772,10,4,27500.0,2,10,0,2,3,8,18,1,80,1.0,12,0
24000,24000,24000.0,0,11.47,791.09,1,9,7891,6,4,60000.0,0,5,0,1,2,747,31,0,241,0.0,8,1
8000,8000,8000.0,0,15.31,278.54,2,14,3961,1,1,54000.0,2,15,0,2,3,386,34,0,429,0.0,11,1
24000,24000,24000.0,1,15.59,578.42,2,14,8902,0,1,160000.0,1,9,0,2,3,13,18,0,134,0.0,12,0
30000,30000,30000.0,1,20.5,803.19,4,23,13381,1,4,215000.0,1,7,0,2,3,268,10,0,184,0.0,7,0
14000,14000,13750.0,0,7.49,435.43,0,3,10090,0,1,40000.0,2,4,0,2,3,471,22,1,484,1.0,5,0
20000,20000,20000.0,1,9.16,416.73,1,6,5291,1,1,87000.0,0,13,0,1,2,291,9,0,382,0.0,11,1
8500,8500,8500.0,0,14.49,292.54,2,13,10713,1,1,68300.0,2,19,0,2,12,414,14,1,37,0.0,10,1
24525,24525,24525.0,1,24.99,719.7,4,23,7648,1,1,54600.0,2,2,0,2,3,627,35,0,535,0.0,9,1
10000,10000,10000.0,1,17.99,253.88,3,16,417,0,4,29880.0,1,4,0,2,3,95,33,0,133,0.0,10,1
25000,25000,25000.0,0,12.99,842.23,2,11,1361,1,1,82500.0,1,11,0,2,3,227,48,1,32,0.0,12,0
14300,14300,14300.0,0,7.39,444.1,0,3,6106,3,4,107000.0,1,15,0,2,3,311,1,1,582,0.0,6,0
4000,4000,4000.0,0,10.49,130.0,1,7,5926,2,4,52000.0,2,18,0,1,2,474,22,0,445,0.0,12,1
3000,3000,3000.0,0,14.46,103.21,2,13,12909,1,1,52000.0,0,13,0,3,6,645,42,0,233,0.0,9,1
13425,13425,13425.0,1,21.97,370.56,4,23,6766,5,3,55000.0,2,5,0,1,2,292,9,0,68,0.0,20,1
15275,15275,15275.0,0,18.99,559.85,3,17,14672,11,4,44102.0,2,2,0,2,3,265,10,1,86,1.0,11,0
9000,9000,9000.0,0,11.99,298.89,2,10,10127,3,4,38000.0,2,7,0,2,3,804,4,0,522,1.0,11,1
1800,1800,1800.0,0,9.75,57.87,1,7,14672,11,3,14184.0,2,15,0,2,3,109,33,0,567,1.0,6,0
15000,15000,15000.0,0,13.99,512.6,2,12,1992,1,4,104000.0,0,18,0,2,3,297,9,0,240,1.0,11,1
12000,12000,12000.0,0,23.99,470.74,4,21,3256,1,3,65000.0,1,14,0,2,3,267,10,3,475,0.0,11,0
3100,3100,3100.0,0,11.44,102.14,1,8,1153,10,4,19760.0,1,1,0,1,2,825,36,0,446,0.0,8,0
8000,8000,8000.0,0,10.99,261.88,1,8,7165,1,4,48000.0,2,19,0,2,3,827,36,1,383,0.0,9,0
1500,1500,1500.0,0,9.93,48.36,1,6,14030,6,4,25000.0,1,12,0,2,3,520,13,0,389,0.0,6,1
2050,2050,2050.0,0,12.74,68.82,2,10,6547,10,3,33000.0,2,17,0,2,3,248,26,0,43,0.0,12,0
